,sim_num,dates,days,n_res_quar,n_res_iso,n_nonres_quar,n_nonres_iso
72,0,2020-11-13,72,0,0,0,0
73,0,2020-11-14,73,0,0,0,0
74,0,2020-11-15,74,0,0,0,0
75,0,2020-11-16,75,0,0,0,0
76,0,2020-11-17,76,0,0,0,0
77,0,2020-11-18,77,0,0,0,0
78,0,2020-11-19,78,0,0,0,0
79,0,2020-11-20,79,0,0,0,0
80,0,2020-11-21,80,0,0,0,0
81,0,2020-11-22,81,0,0,0,0
82,0,2020-11-23,82,0,0,0,0
83,0,2020-11-24,83,0,0,0,0
84,0,2020-11-25,84,0,0,0,0
85,0,2020-11-26,85,0,0,0,0
86,0,2020-11-27,86,0,0,0,0
87,0,2020-11-28,87,0,0,0,0
88,0,2020-11-29,88,0,0,0,0
89,0,2020-11-30,89,0,0,0,0
90,0,2020-12-01,90,0,0,0,0
91,0,2020-12-02,91,0,0,0,0
92,0,2020-12-03,92,0,0,0,0
93,0,2020-12-04,93,0,0,0,0
94,0,2020-12-05,94,0,0,0,0
95,0,2020-12-06,95,0,0,0,0
96,0,2020-12-07,96,0,0,0,0
97,0,2020-12-08,97,0,0,0,0
98,0,2020-12-09,98,0,0,0,0
99,0,2020-12-10,99,0,0,0,0
100,0,2020-12-11,100,0,0,0,0
101,0,2020-12-12,101,0,0,0,0
102,0,2020-12-13,102,0,0,0,0
103,0,2020-12-14,103,0,0,0,0
104,0,2020-12-15,104,0,0,0,0
105,0,2020-12-16,105,0,0,0,0
106,0,2020-12-17,106,0,0,0,0
107,0,2020-12-18,107,0,0,0,0
108,1,2020-09-02,0,0,0,0,0
109,1,2020-09-03,1,0,0,0,0
110,1,2020-09-04,2,0,0,0,0
111,1,2020-09-05,3,0,0,0,0
112,1,2020-09-06,4,0,0,0,0
113,1,2020-09-07,5,0,0,0,0
114,1,2020-09-08,6,0,0,0,0
115,1,2020-09-09,7,0,0,0,0
116,1,2020-09-10,8,0,0,0,0
117,1,2020-09-11,9,0,0,0,0
118,1,2020-09-12,10,0,0,0,0
119,1,2020-09-13,11,0,0,0,0
120,1,2020-09-14,12,0,0,0,0
121,1,2020-09-15,13,0,0,0,0
122,1,2020-09-16,14,0,0,0,0
123,1,2020-09-17,15,0,0,0,0
124,1,2020-09-18,16,0,0,0,0
125,1,2020-09-19,17,0,0,0,0
126,1,2020-09-20,18,0,0,0,0
127,1,2020-09-21,19,0,0,0,0
128,1,2020-09-22,20,0,0,0,0
129,1,2020-09-23,21,0,0,0,0
130,1,2020-09-24,22,0,0,0,0
131,1,2020-09-25,23,0,0,0,0
132,1,2020-09-26,24,0,0,0,0
133,1,2020-09-27,25,0,0,0,0
134,1,2020-09-28,26,0,0,0,0
135,1,2020-09-29,27,0,0,0,0
136,1,2020-09-30,28,0,0,0,0
137,1,2020-10-01,29,0,0,0,0
138,1,2020-10-02,30,0,0,0,0
139,1,2020-10-03,31,0,0,0,0
140,1,2020-10-04,32,0,0,0,0
141,1,2020-10-05,33,0,0,0,0
142,1,2020-10-06,34,0,0,0,0
143,1,2020-10-07,35,0,0,0,0
144,1,2020-10-08,36,0,0,0,0
145,1,2020-10-09,37,0,0,0,0
146,1,2020-10-10,38,0,0,0,0
147,1,2020-10-11,39,0,0,0,0
148,1,2020-10-12,40,0,0,0,0
149,1,2020-10-13,41,0,0,0,0
150,1,2020-10-14,42,0,0,0,0
151,1,2020-10-15,43,0,0,0,0
152,1,2020-10-16,44,0,0,0,0
153,1,2020-10-17,45,0,0,0,0
154,1,2020-10-18,46,0,0,0,0
155,1,2020-10-19,47,0,0,0,0
156,1,2020-10-20,48,0,0,0,0
157,1,2020-10-21,49,0,0,0,0
158,1,2020-10-22,50,0,0,0,0
159,1,2020-10-23,51,0,0,0,0
160,1,2020-10-24,52,0,0,0,0
161,1,2020-10-25,53,0,0,0,0
162,1,2020-10-26,54,0,0,0,0
163,1,2020-10-27,55,0,0,0,0
164,1,2020-10-28,56,0,0,0,0
165,1,2020-10-29,57,0,0,0,0
166,1,2020-10-30,58,0,0,0,0
167,1,2020-10-31,59,0,0,0,0
168,1,2020-11-01,60,0,0,0,0
169,1,2020-11-02,61,0,0,0,0
170,1,2020-11-03,62,0,0,0,0
171,1,2020-11-04,63,0,0,0,0
172,1,2020-11-05,64,0,0,0,0
173,1,2020-11-06,65,0,0,0,0
174,1,2020-11-07,66,0,0,0,0
175,1,2020-11-08,67,0,0,0,0
176,1,2020-11-09,68,0,0,0,0
177,1,2020-11-10,69,0,0,0,0
178,1,2020-11-11,70,0,0,0,0
179,1,2020-11-12,71,0,0,0,0
180,1,2020-11-13,72,0,0,0,0
181,1,2020-11-14,73,0,0,0,0
182,1,2020-11-15,74,0,0,0,0
183,1,2020-11-16,75,0,0,0,0
184,1,2020-11-17,76,0,0,0,0
185,1,2020-11-18,77,0,0,0,0
186,1,2020-11-19,78,0,0,0,0
187,1,2020-11-20,79,0,0,0,0
188,1,2020-11-21,80,0,0,0,0
189,1,2020-11-22,81,0,0,0,0
190,1,2020-11-23,82,0,0,0,0
191,1,2020-11-24,83,0,0,0,0
192,1,2020-11-25,84,0,0,0,0
193,1,2020-11-26,85,0,0,0,0
194,1,2020-11-27,86,0,0,0,0
195,1,2020-11-28,87,0,0,0,0
196,1,2020-11-29,88,0,0,0,0
197,1,2020-11-30,89,0,0,0,0
198,1,2020-12-01,90,0,0,0,0
199,1,2020-12-02,91,0,0,0,0
200,1,2020-12-03,92,0,0,0,0
201,1,2020-12-04,93,0,0,0,0
202,1,2020-12-05,94,0,0,0,0
203,1,2020-12-06,95,0,0,0,0
204,1,2020-12-07,96,0,0,0,0
205,1,2020-12-08,97,0,0,0,0
206,1,2020-12-09,98,0,0,0,0
207,1,2020-12-10,99,0,0,0,0
208,1,2020-12-11,100,0,0,0,0
209,1,2020-12-12,101,0,0,0,0
210,1,2020-12-13,102,0,0,0,0
211,1,2020-12-14,103,0,0,0,0
212,1,2020-12-15,104,0,0,0,0
213,1,2020-12-16,105,0,0,0,0
214,1,2020-12-17,106,0,0,0,0
215,1,2020-12-18,107,0,0,0,0
216,2,2020-09-02,0,0,0,0,0
217,2,2020-09-03,1,0,0,0,0
218,2,2020-09-04,2,0,0,0,0
219,2,2020-09-05,3,0,0,0,0
220,2,2020-09-06,4,0,0,0,0
221,2,2020-09-07,5,0,0,0,0
222,2,2020-09-08,6,0,0,0,0
223,2,2020-09-09,7,0,0,0,0
224,2,2020-09-10,8,0,0,0,0
225,2,2020-09-11,9,0,0,0,0
226,2,2020-09-12,10,0,0,0,0
227,2,2020-09-13,11,0,0,0,0
228,2,2020-09-14,12,0,0,0,0
229,2,2020-09-15,13,0,0,0,0
230,2,2020-09-16,14,0,0,0,0
231,2,2020-09-17,15,0,0,0,0
232,2,2020-09-18,16,0,0,0,0
233,2,2020-09-19,17,0,0,0,0
234,2,2020-09-20,18,0,0,0,0
235,2,2020-09-21,19,0,0,0,0
236,2,2020-09-22,20,0,0,0,0
237,2,2020-09-23,21,0,0,0,0
238,2,2020-09-24,22,0,0,0,0
239,2,2020-09-25,23,0,0,0,0
240,2,2020-09-26,24,0,0,0,0
241,2,2020-09-27,25,0,0,0,0
242,2,2020-09-28,26,0,0,0,0
243,2,2020-09-29,27,0,0,0,0
244,2,2020-09-30,28,0,0,0,0
245,2,2020-10-01,29,0,0,0,0
246,2,2020-10-02,30,0,0,0,0
247,2,2020-10-03,31,0,0,0,0
248,2,2020-10-04,32,0,0,0,0
249,2,2020-10-05,33,0,0,0,0
250,2,2020-10-06,34,0,0,0,0
251,2,2020-10-07,35,0,0,0,0
252,2,2020-10-08,36,0,0,0,0
253,2,2020-10-09,37,0,0,0,0
254,2,2020-10-10,38,0,0,0,0
255,2,2020-10-11,39,0,0,0,0
256,2,2020-10-12,40,0,0,0,0
257,2,2020-10-13,41,0,0,0,0
258,2,2020-10-14,42,0,0,0,0
259,2,2020-10-15,43,0,0,0,0
260,2,2020-10-16,44,0,0,0,0
261,2,2020-10-17,45,0,0,0,0
262,2,2020-10-18,46,0,0,0,0
263,2,2020-10-19,47,0,0,0,0
264,2,2020-10-20,48,0,0,0,0
265,2,2020-10-21,49,0,0,0,0
266,2,2020-10-22,50,0,0,0,0
267,2,2020-10-23,51,0,0,0,0
268,2,2020-10-24,52,0,0,0,0
269,2,2020-10-25,53,0,0,0,0
270,2,2020-10-26,54,0,0,0,0
271,2,2020-10-27,55,0,0,0,0
272,2,2020-10-28,56,0,0,0,0
273,2,2020-10-29,57,0,0,0,0
274,2,2020-10-30,58,0,0,0,0
275,2,2020-10-31,59,0,0,0,0
276,2,2020-11-01,60,0,0,0,0
277,2,2020-11-02,61,0,0,0,0
278,2,2020-11-03,62,0,0,0,0
279,2,2020-11-04,63,0,0,0,0
280,2,2020-11-05,64,0,0,0,0
281,2,2020-11-06,65,0,0,0,0
282,2,2020-11-07,66,0,0,0,0
283,2,2020-11-08,67,0,0,0,0
284,2,2020-11-09,68,0,0,0,0
285,2,2020-11-10,69,0,0,0,0
286,2,2020-11-11,70,0,0,0,0
287,2,2020-11-12,71,0,0,0,0
288,2,2020-11-13,72,0,0,0,0
289,2,2020-11-14,73,0,0,0,0
290,2,2020-11-15,74,0,0,0,0
291,2,2020-11-16,75,0,0,0,0
292,2,2020-11-17,76,0,0,0,0
293,2,2020-11-18,77,0,0,0,0
294,2,2020-11-19,78,0,0,0,0
295,2,2020-11-20,79,0,0,0,0
296,2,2020-11-21,80,0,0,0,0
297,2,2020-11-22,81,0,0,0,0
298,2,2020-11-23,82,0,0,0,0
299,2,2020-11-24,83,0,0,0,0
300,2,2020-11-25,84,0,0,0,0
301,2,2020-11-26,85,0,0,0,0
302,2,2020-11-27,86,0,0,0,0
303,2,2020-11-28,87,0,0,0,0
304,2,2020-11-29,88,0,0,0,0
305,2,2020-11-30,89,0,0,0,0
306,2,2020-12-01,90,0,0,0,0
307,2,2020-12-02,91,0,0,0,0
308,2,2020-12-03,92,0,0,0,0
309,2,2020-12-04,93,0,0,0,0
310,2,2020-12-05,94,0,0,0,0
311,2,2020-12-06,95,0,0,0,0
312,2,2020-12-07,96,0,0,0,0
313,2,2020-12-08,97,0,0,0,0
314,2,2020-12-09,98,0,0,0,0
315,2,2020-12-10,99,0,0,0,0
316,2,2020-12-11,100,0,0,0,0
317,2,2020-12-12,101,0,0,0,0
318,2,2020-12-13,102,0,0,0,0
319,2,2020-12-14,103,0,0,0,0
320,2,2020-12-15,104,0,0,0,0
321,2,2020-12-16,105,0,0,0,0
322,2,2020-12-17,106,0,0,0,0
323,2,2020-12-18,107,0,0,0,0
324,3,2020-09-02,0,0,0,0,0
325,3,2020-09-03,1,0,0,0,0
326,3,2020-09-04,2,0,0,0,0
327,3,2020-09-05,3,0,0,0,0
328,3,2020-09-06,4,0,0,0,0
329,3,2020-09-07,5,0,0,0,0
330,3,2020-09-08,6,0,0,0,0
331,3,2020-09-09,7,0,0,0,0
332,3,2020-09-10,8,0,0,0,0
333,3,2020-09-11,9,0,0,0,0
334,3,2020-09-12,10,0,0,0,0
335,3,2020-09-13,11,0,0,0,0
336,3,2020-09-14,12,0,0,0,0
337,3,2020-09-15,13,0,0,0,0
338,3,2020-09-16,14,0,0,0,0
339,3,2020-09-17,15,0,0,0,0
340,3,2020-09-18,16,0,0,0,0
341,3,2020-09-19,17,0,0,0,0
342,3,2020-09-20,18,0,0,0,0
343,3,2020-09-21,19,0,0,0,0
344,3,2020-09-22,20,0,0,0,0
345,3,2020-09-23,21,0,0,0,0
346,3,2020-09-24,22,0,0,0,0
347,3,2020-09-25,23,0,0,0,0
348,3,2020-09-26,24,0,0,0,0
349,3,2020-09-27,25,0,0,0,0
350,3,2020-09-28,26,0,0,0,0
351,3,2020-09-29,27,0,0,0,0
352,3,2020-09-30,28,0,0,0,0
353,3,2020-10-01,29,0,0,0,0
354,3,2020-10-02,30,0,0,0,0
355,3,2020-10-03,31,0,0,0,0
356,3,2020-10-04,32,0,0,0,0
357,3,2020-10-05,33,0,0,0,0
358,3,2020-10-06,34,0,0,0,0
359,3,2020-10-07,35,0,0,0,0
360,3,2020-10-08,36,0,0,0,0
361,3,2020-10-09,37,0,0,0,0
362,3,2020-10-10,38,0,0,0,0
363,3,2020-10-11,39,0,0,0,0
364,3,2020-10-12,40,0,0,0,0
365,3,2020-10-13,41,0,0,0,0
366,3,2020-10-14,42,0,0,0,0
367,3,2020-10-15,43,0,0,0,0
368,3,2020-10-16,44,0,0,0,0
369,3,2020-10-17,45,0,0,0,0
370,3,2020-10-18,46,0,0,0,0
371,3,2020-10-19,47,0,0,0,0
372,3,2020-10-20,48,0,0,0,0
373,3,2020-10-21,49,0,0,0,0
374,3,2020-10-22,50,0,0,0,0
375,3,2020-10-23,51,0,0,0,0
376,3,2020-10-24,52,0,0,0,0
377,3,2020-10-25,53,0,0,0,0
378,3,2020-10-26,54,0,0,0,0
379,3,2020-10-27,55,0,0,0,0
380,3,2020-10-28,56,0,0,0,0
381,3,2020-10-29,57,0,0,0,0
382,3,2020-10-30,58,0,0,0,0
383,3,2020-10-31,59,0,0,0,0
384,3,2020-11-01,60,0,0,0,0
385,3,2020-11-02,61,0,0,0,0
386,3,2020-11-03,62,0,0,0,0
387,3,2020-11-04,63,0,0,0,0
388,3,2020-11-05,64,0,0,0,0
389,3,2020-11-06,65,0,0,0,0
390,3,2020-11-07,66,0,0,0,0
391,3,2020-11-08,67,0,0,0,0
392,3,2020-11-09,68,0,0,0,0
393,3,2020-11-10,69,0,0,0,0
394,3,2020-11-11,70,0,0,0,0
395,3,2020-11-12,71,0,0,0,0
396,3,2020-11-13,72,0,0,0,0
397,3,2020-11-14,73,0,0,0,0
398,3,2020-11-15,74,0,0,0,0
399,3,2020-11-16,75,0,0,0,0
400,3,2020-11-17,76,0,0,0,0
401,3,2020-11-18,77,0,0,0,0
402,3,2020-11-19,78,0,0,0,0
403,3,2020-11-20,79,0,0,0,0
404,3,2020-11-21,80,0,0,0,0
405,3,2020-11-22,81,0,0,0,0
406,3,2020-11-23,82,0,0,0,0
407,3,2020-11-24,83,0,0,0,0
408,3,2020-11-25,84,0,0,0,0
409,3,2020-11-26,85,0,0,0,0
410,3,2020-11-27,86,0,0,0,0
411,3,2020-11-28,87,0,0,0,0
412,3,2020-11-29,88,0,0,0,0
413,3,2020-11-30,89,0,0,0,0
414,3,2020-12-01,90,0,0,0,0
415,3,2020-12-02,91,0,0,0,0
416,3,2020-12-03,92,0,0,0,0
417,3,2020-12-04,93,0,0,0,0
418,3,2020-12-05,94,0,0,0,0
419,3,2020-12-06,95,0,0,0,0
420,3,2020-12-07,96,0,0,0,0
421,3,2020-12-08,97,0,0,0,0
422,3,2020-12-09,98,0,0,0,0
423,3,2020-12-10,99,0,0,0,0
424,3,2020-12-11,100,0,0,0,0
425,3,2020-12-12,101,0,0,0,0
426,3,2020-12-13,102,0,0,0,0
427,3,2020-12-14,103,0,0,0,0
428,3,2020-12-15,104,0,0,0,0
429,3,2020-12-16,105,0,0,0,0
430,3,2020-12-17,106,0,0,0,0
431,3,2020-12-18,107,0,0,0,0
432,4,2020-09-02,0,0,0,0,0
433,4,2020-09-03,1,0,0,0,0
434,4,2020-09-04,2,0,0,0,0
435,4,2020-09-05,3,0,0,0,0
436,4,2020-09-06,4,0,0,0,0
437,4,2020-09-07,5,0,0,0,0
438,4,2020-09-08,6,0,0,0,0
439,4,2020-09-09,7,0,0,0,0
440,4,2020-09-10,8,0,0,0,0
441,4,2020-09-11,9,0,0,0,0
442,4,2020-09-12,10,0,0,0,0
443,4,2020-09-13,11,0,0,0,0
444,4,2020-09-14,12,0,0,0,0
445,4,2020-09-15,13,0,0,0,0
446,4,2020-09-16,14,0,0,0,0
447,4,2020-09-17,15,0,0,0,0
448,4,2020-09-18,16,0,0,0,0
449,4,2020-09-19,17,0,0,0,0
450,4,2020-09-20,18,0,0,0,0
451,4,2020-09-21,19,0,0,0,0
452,4,2020-09-22,20,0,0,0,0
453,4,2020-09-23,21,0,0,0,0
454,4,2020-09-24,22,0,0,0,0
455,4,2020-09-25,23,0,0,0,0
456,4,2020-09-26,24,0,0,0,0
457,4,2020-09-27,25,0,0,0,0
458,4,2020-09-28,26,0,0,0,0
459,4,2020-09-29,27,0,0,0,0
460,4,2020-09-30,28,0,0,0,0
461,4,2020-10-01,29,0,0,0,0
462,4,2020-10-02,30,0,0,0,0
463,4,2020-10-03,31,0,0,0,0
464,4,2020-10-04,32,0,0,0,0
465,4,2020-10-05,33,0,0,0,0
466,4,2020-10-06,34,0,0,0,0
467,4,2020-10-07,35,0,0,0,0
468,4,2020-10-08,36,0,0,0,0
469,4,2020-10-09,37,0,0,0,0
470,4,2020-10-10,38,0,0,0,0
471,4,2020-10-11,39,0,0,0,0
472,4,2020-10-12,40,0,0,0,0
473,4,2020-10-13,41,0,0,0,0
474,4,2020-10-14,42,0,0,0,0
475,4,2020-10-15,43,0,0,0,0
476,4,2020-10-16,44,0,0,0,0
477,4,2020-10-17,45,0,0,0,0
478,4,2020-10-18,46,0,0,0,0
479,4,2020-10-19,47,0,0,0,0
480,4,2020-10-20,48,0,0,0,0
481,4,2020-10-21,49,0,0,0,0
482,4,2020-10-22,50,0,0,0,0
483,4,2020-10-23,51,0,0,0,0
484,4,2020-10-24,52,0,0,0,0
485,4,2020-10-25,53,0,0,0,0
486,4,2020-10-26,54,0,0,0,0
487,4,2020-10-27,55,0,0,0,0
488,4,2020-10-28,56,0,0,0,0
489,4,2020-10-29,57,0,0,0,0
490,4,2020-10-30,58,0,0,0,0
491,4,2020-10-31,59,0,0,0,0
492,4,2020-11-01,60,0,0,0,0
493,4,2020-11-02,61,0,0,0,0
494,4,2020-11-03,62,0,0,0,0
495,4,2020-11-04,63,0,0,0,0
496,4,2020-11-05,64,0,0,0,0
497,4,2020-11-06,65,0,0,0,0
498,4,2020-11-07,66,0,0,0,0
499,4,2020-11-08,67,0,0,0,0
500,4,2020-11-09,68,0,0,0,0
501,4,2020-11-10,69,0,0,0,0
502,4,2020-11-11,70,0,0,0,0
503,4,2020-11-12,71,0,0,0,0
504,4,2020-11-13,72,0,0,0,0
505,4,2020-11-14,73,0,0,0,0
506,4,2020-11-15,74,0,0,0,0
507,4,2020-11-16,75,0,0,0,0
508,4,2020-11-17,76,0,0,0,0
509,4,2020-11-18,77,0,0,0,0
510,4,2020-11-19,78,0,0,0,0
511,4,2020-11-20,79,0,0,0,0
512,4,2020-11-21,80,0,0,0,0
513,4,2020-11-22,81,0,0,0,0
514,4,2020-11-23,82,0,0,0,0
515,4,2020-11-24,83,0,0,0,0
516,4,2020-11-25,84,0,0,0,0
517,4,2020-11-26,85,0,0,0,0
518,4,2020-11-27,86,0,0,0,0
519,4,2020-11-28,87,0,0,0,0
520,4,2020-11-29,88,0,0,0,0
521,4,2020-11-30,89,0,0,0,0
522,4,2020-12-01,90,0,0,0,0
523,4,2020-12-02,91,0,0,0,0
524,4,2020-12-03,92,0,0,0,0
525,4,2020-12-04,93,0,0,0,0
526,4,2020-12-05,94,0,0,0,0
527,4,2020-12-06,95,0,0,0,0
528,4,2020-12-07,96,0,0,0,0
529,4,2020-12-08,97,0,0,0,0
530,4,2020-12-09,98,0,0,0,0
531,4,2020-12-10,99,0,0,0,0
532,4,2020-12-11,100,0,0,0,0
533,4,2020-12-12,101,0,0,0,0
534,4,2020-12-13,102,0,0,0,0
535,4,2020-12-14,103,0,0,0,0
536,4,2020-12-15,104,0,0,0,0
537,4,2020-12-16,105,0,0,0,0
538,4,2020-12-17,106,0,0,0,0
539,4,2020-12-18,107,0,0,0,0
540,5,2020-09-02,0,0,0,0,0
541,5,2020-09-03,1,0,0,0,0
542,5,2020-09-04,2,0,0,0,0
543,5,2020-09-05,3,0,0,0,0
544,5,2020-09-06,4,0,0,0,0
545,5,2020-09-07,5,0,0,0,0
546,5,2020-09-08,6,0,0,0,0
547,5,2020-09-09,7,0,0,0,0
548,5,2020-09-10,8,0,0,0,0
549,5,2020-09-11,9,0,0,0,0
550,5,2020-09-12,10,0,0,0,0
551,5,2020-09-13,11,0,0,0,0
552,5,2020-09-14,12,0,0,0,0
553,5,2020-09-15,13,0,0,0,0
554,5,2020-09-16,14,0,0,0,0
555,5,2020-09-17,15,0,0,0,0
556,5,2020-09-18,16,0,0,0,0
557,5,2020-09-19,17,0,0,0,0
558,5,2020-09-20,18,0,0,0,0
559,5,2020-09-21,19,0,0,0,0
560,5,2020-09-22,20,0,0,0,0
561,5,2020-09-23,21,0,0,0,0
562,5,2020-09-24,22,0,0,0,0
563,5,2020-09-25,23,0,0,0,0
564,5,2020-09-26,24,0,0,0,0
565,5,2020-09-27,25,0,0,0,0
566,5,2020-09-28,26,0,0,0,0
567,5,2020-09-29,27,0,0,0,0
568,5,2020-09-30,28,0,0,0,0
569,5,2020-10-01,29,0,0,0,0
570,5,2020-10-02,30,0,0,0,0
571,5,2020-10-03,31,0,0,0,0
572,5,2020-10-04,32,0,0,0,0
573,5,2020-10-05,33,0,0,0,0
574,5,2020-10-06,34,0,0,0,0
575,5,2020-10-07,35,0,0,0,0
576,5,2020-10-08,36,0,0,0,0
577,5,2020-10-09,37,0,0,0,0
578,5,2020-10-10,38,0,0,0,0
579,5,2020-10-11,39,0,0,0,0
580,5,2020-10-12,40,0,0,0,0
581,5,2020-10-13,41,0,0,0,0
582,5,2020-10-14,42,0,0,0,0
583,5,2020-10-15,43,0,0,0,0
584,5,2020-10-16,44,0,0,0,0
585,5,2020-10-17,45,0,0,0,0
586,5,2020-10-18,46,0,0,0,0
587,5,2020-10-19,47,0,0,0,0
588,5,2020-10-20,48,0,0,0,0
589,5,2020-10-21,49,0,0,0,0
590,5,2020-10-22,50,0,0,0,0
591,5,2020-10-23,51,0,0,0,0
592,5,2020-10-24,52,0,0,0,0
593,5,2020-10-25,53,0,0,0,0
594,5,2020-10-26,54,0,0,0,0
595,5,2020-10-27,55,0,0,0,0
596,5,2020-10-28,56,0,0,0,0
597,5,2020-10-29,57,0,0,0,0
598,5,2020-10-30,58,0,0,0,0
599,5,2020-10-31,59,0,0,0,0
600,5,2020-11-01,60,0,0,0,0
601,5,2020-11-02,61,0,0,0,0
602,5,2020-11-03,62,0,0,0,0
603,5,2020-11-04,63,0,0,0,0
604,5,2020-11-05,64,0,0,0,0
605,5,2020-11-06,65,0,0,0,0
606,5,2020-11-07,66,0,0,0,0
607,5,2020-11-08,67,0,0,0,0
608,5,2020-11-09,68,0,0,0,0
609,5,2020-11-10,69,0,0,0,0
610,5,2020-11-11,70,0,0,0,0
611,5,2020-11-12,71,0,0,0,0
612,5,2020-11-13,72,0,0,0,0
613,5,2020-11-14,73,0,0,0,0
614,5,2020-11-15,74,0,0,0,0
615,5,2020-11-16,75,0,0,0,0
616,5,2020-11-17,76,0,0,0,0
617,5,2020-11-18,77,0,0,0,0
618,5,2020-11-19,78,0,0,0,0
619,5,2020-11-20,79,0,0,0,0
620,5,2020-11-21,80,0,0,0,0
621,5,2020-11-22,81,0,0,0,0
622,5,2020-11-23,82,0,0,0,0
623,5,2020-11-24,83,0,0,0,0
624,5,2020-11-25,84,0,0,0,0
625,5,2020-11-26,85,0,0,0,0
626,5,2020-11-27,86,0,0,0,0
627,5,2020-11-28,87,0,0,0,0
628,5,2020-11-29,88,0,0,0,0
629,5,2020-11-30,89,0,0,0,0
630,5,2020-12-01,90,0,0,0,0
631,5,2020-12-02,91,0,0,0,0
632,5,2020-12-03,92,0,0,0,0
633,5,2020-12-04,93,0,0,0,0
634,5,2020-12-05,94,0,0,0,0
635,5,2020-12-06,95,0,0,0,0
636,5,2020-12-07,96,0,0,0,0
637,5,2020-12-08,97,0,0,0,0
638,5,2020-12-09,98,0,0,0,0
639,5,2020-12-10,99,0,0,0,0
640,5,2020-12-11,100,0,0,0,0
641,5,2020-12-12,101,0,0,0,0
642,5,2020-12-13,102,0,0,0,0
643,5,2020-12-14,103,0,0,0,0
644,5,2020-12-15,104,0,0,0,0
645,5,2020-12-16,105,0,0,0,0
646,5,2020-12-17,106,0,0,0,0
647,5,2020-12-18,107,0,0,0,0
648,6,2020-09-02,0,0,0,0,0
649,6,2020-09-03,1,0,0,0,0
650,6,2020-09-04,2,0,0,0,0
651,6,2020-09-05,3,0,0,0,0
652,6,2020-09-06,4,0,0,0,0
653,6,2020-09-07,5,0,0,0,0
654,6,2020-09-08,6,0,0,0,0
655,6,2020-09-09,7,0,0,0,0
656,6,2020-09-10,8,0,0,0,0
657,6,2020-09-11,9,0,0,0,0
658,6,2020-09-12,10,0,0,0,0
659,6,2020-09-13,11,0,0,0,0
660,6,2020-09-14,12,0,0,0,0
661,6,2020-09-15,13,0,0,0,0
